account_id,borrower_id,product_type,employment_type,loan_amount,outstanding_balance,emi_amount,loan_start_date,loan_tenure_months,dpd_at_snapshot,snapshot_date,went_delinquent_30d,went_delinquent_60d
ACC_01071,BRW_01071,Auto Loan,Salaried,1078000,263511.11,36843.48,2022-04-07,36,0,2024-12-31,True,True
ACC_01072,BRW_01072,Business Loan,Self-Employed,3260000,1335694.44,111419.07,2022-11-12,36,0,2024-12-31,True,True
ACC_01073,BRW_01073,Business Loan,Self-Employed,2653000,1149633.33,127378.18,2023-08-17,24,0,2024-12-31,False,True
ACC_01074,BRW_01074,Home Loan,Salaried,7356000,6887055.0,91473.39,2023-06-28,240,0,2024-12-31,False,False
ACC_01075,BRW_01075,Personal Loan,Salaried,486000,279450.0,16610.33,2023-06-28,36,0,2024-12-31,False,False
ACC_01076,BRW_01076,Business Loan,Self-Employed,2295000,1807312.5,62714.26,2023-12-19,48,0,2024-12-31,False,False
ACC_01077,BRW_01077,Auto Loan,Self-Employed,862000,388797.92,23555.42,2022-05-03,48,0,2024-12-31,True,True
ACC_01078,BRW_01078,Home Loan,Salaried,2547000,1915556.25,39546.36,2022-01-12,120,0,2024-12-31,False,False
ACC_01079,BRW_01079,Personal Loan,Self-Employed,969000,213987.5,87003.72,2023-08-08,12,0,2024-12-31,False,False
ACC_01080,BRW_01080,Business Loan,Self-Employed,4802000,2080866.67,230557.87,2023-08-21,24,0,2024-12-31,True,True
ACC_01081,BRW_01081,Personal Loan,Salaried,427000,94295.83,38339.1,2023-12-31,12,0,2024-12-31,True,True
ACC_01082,BRW_01082,Credit Card,Salaried,447000,98712.5,40134.84,2023-08-07,12,0,2024-12-31,False,False
ACC_01083,BRW_01083,Auto Loan,Salaried,230000,151800.0,5351.7,2022-12-07,60,0,2024-12-31,False,False
ACC_01084,BRW_01084,Personal Loan,Self-Employed,909000,265125.0,24839.77,2021-08-11,48,0,2024-12-31,False,True
ACC_01085,BRW_01085,Credit Card,Salaried,307000,67795.83,27564.65,2023-10-13,12,0,2024-12-31,False,False
ACC_01086,BRW_01086,Business Loan,Self-Employed,4645000,2012833.33,158755.09,2022-12-16,36,0,2024-12-31,False,False
ACC_01087,BRW_01087,Personal Loan,Salaried,78000,37943.75,2131.47,2022-07-19,48,0,2024-12-31,False,False
ACC_01088,BRW_01088,Auto Loan,Self-Employed,1098000,398025.0,25548.54,2021-03-06,60,0,2024-12-31,False,False
ACC_01089,BRW_01089,Auto Loan,Salaried,1186000,446726.67,27596.15,2021-04-04,60,0,2024-12-31,False,False
ACC_01090,BRW_01090,Business Loan,Self-Employed,4965000,2327343.75,238383.97,2023-09-09,24,0,2024-12-31,True,True
ACC_01091,BRW_01091,Credit Card,Salaried,132000,29150.0,11851.9,2023-10-04,12,0,2024-12-31,False,True
ACC_01092,BRW_01092,Personal Loan,Salaried,462000,347462.5,12624.83,2023-10-05,48,0,2024-12-31,True,True
ACC_01093,BRW_01093,Personal Loan,Self-Employed,645000,352600.0,15008.02,2022-04-21,60,0,2024-12-31,False,False
ACC_01094,BRW_01094,Personal Loan,Salaried,470000,120437.5,12843.44,2021-06-27,48,0,2024-12-31,True,True
ACC_01095,BRW_01095,Personal Loan,Salaried,977000,423366.67,26697.97,2022-04-27,48,0,2024-12-31,False,False
ACC_01096,BRW_01096,Business Loan,Self-Employed,3590000,1131847.22,122697.69,2022-07-23,36,0,2024-12-31,False,False
ACC_01097,BRW_01097,Home Loan,Salaried,6918000,6011453.75,86026.77,2021-11-08,240,0,2024-12-31,False,False
ACC_01098,BRW_01098,Credit Card,Salaried,51000,11262.5,4579.14,2022-08-23,12,0,2024-12-31,True,True
ACC_01099,BRW_01099,Credit Card,Salaried,301000,66470.83,27025.92,2021-09-01,12,0,2024-12-31,True,True
ACC_01100,BRW_01100,Personal Loan,Self-Employed,184000,74520.0,4281.36,2021-06-20,60,0,2024-12-31,True,True
ACC_01101,BRW_01101,Personal Loan,Salaried,587000,295945.83,16040.64,2022-08-03,48,0,2024-12-31,False,True
ACC_01102,BRW_01102,Personal Loan,Self-Employed,282000,152162.5,7706.07,2022-10-11,48,0,2024-12-31,False,False
ACC_01103,BRW_01103,Business Loan,Self-Employed,2100000,1386000.0,48863.33,2022-12-14,60,0,2024-12-31,True,True
ACC_01104,BRW_01104,Personal Loan,Salaried,407000,89879.17,36543.36,2022-09-28,12,0,2024-12-31,True,True
ACC_01105,BRW_01105,Personal Loan,Salaried,445000,98270.83,39955.27,2022-05-02,12,0,2024-12-31,True,True
ACC_01106,BRW_01106,Personal Loan,Salaried,127000,28045.83,11402.96,2021-04-14,12,0,2024-12-31,False,True
ACC_01107,BRW_01107,Business Loan,Self-Employed,3927000,1562618.75,188546.59,2023-07-25,24,0,2024-12-31,False,False
ACC_01108,BRW_01108,Personal Loan,Salaried,767000,614878.33,17846.75,2023-10-22,60,0,2024-12-31,False,False
ACC_01109,BRW_01109,Business Loan,Self-Employed,4275000,2579250.0,99471.77,2022-08-10,60,0,2024-12-31,False,False
ACC_01110,BRW_01110,Personal Loan,Salaried,954000,210675.0,85656.91,2021-05-27,12,0,2024-12-31,False,True
ACC_01111,BRW_01111,Personal Loan,Self-Employed,419000,218665.63,11449.79,2022-09-24,48,0,2024-12-31,False,False
ACC_01112,BRW_01112,Credit Card,Salaried,58000,12808.33,5207.65,2022-01-06,12,0,2024-12-31,False,False
ACC_01113,BRW_01113,Business Loan,Self-Employed,562000,275380.0,13076.76,2021-12-15,60,0,2024-12-31,True,True
ACC_01114,BRW_01114,Personal Loan,Self-Employed,741000,496058.33,25325.62,2023-10-28,36,0,2024-12-31,True,True
ACC_01115,BRW_01115,Business Loan,Self-Employed,2719000,696743.75,130547.03,2023-03-16,24,0,2024-12-31,False,False
ACC_01116,BRW_01116,Personal Loan,Self-Employed,758000,207660.42,20713.47,2021-07-05,48,0,2024-12-31,False,False
ACC_01117,BRW_01117,Personal Loan,Salaried,95000,24343.75,4561.22,2023-03-18,24,0,2024-12-31,False,False
ACC_01118,BRW_01118,Business Loan,Self-Employed,279000,120900.0,13395.59,2023-08-17,24,0,2024-12-31,False,False
ACC_01119,BRW_01119,Business Loan,Self-Employed,4171000,2496806.94,142554.89,2023-07-23,36,0,2024-12-31,False,True
ACC_01120,BRW_01120,Credit Card,Salaried,425000,93854.17,38159.52,2023-10-08,12,0,2024-12-31,False,False
ACC_01121,BRW_01121,Auto Loan,Salaried,527000,153708.33,18011.61,2022-06-21,36,0,2024-12-31,False,True
ACC_01122,BRW_01122,Auto Loan,Salaried,900000,645000.0,30759.87,2023-12-21,36,0,2024-12-31,False,False
ACC_01123,BRW_01123,Auto Loan,Salaried,481000,371973.33,11192.03,2023-08-22,60,0,2024-12-31,True,True
ACC_01124,BRW_01124,Credit Card,Salaried,272000,60066.67,24422.1,2021-05-06,12,0,2024-12-31,False,False
ACC_01125,BRW_01125,Credit Card,Salaried,341000,75304.17,30617.41,2022-07-27,12,0,2024-12-31,False,False
ACC_01126,BRW_01126,Auto Loan,Salaried,571000,287879.17,15603.42,2022-08-10,48,0,2024-12-31,False,False
ACC_01127,BRW_01127,Auto Loan,Salaried,1068000,261066.67,36501.71,2022-04-13,36,0,2024-12-31,True,True
ACC_01128,BRW_01128,Auto Loan,Salaried,941000,385548.61,32161.15,2022-11-09,36,0,2024-12-31,True,True
ACC_01129,BRW_01129,Personal Loan,Salaried,410000,221229.17,19685.28,2023-11-29,24,0,2024-12-31,True,True
ACC_01130,BRW_01130,Personal Loan,Salaried,463000,211565.28,15824.24,2023-01-05,36,0,2024-12-31,True,True
ACC_01131,BRW_01131,Personal Loan,Self-Employed,939000,646345.0,21848.89,2023-02-04,60,0,2024-12-31,False,False
ACC_01132,BRW_01132,Personal Loan,Salaried,485000,402550.0,11285.1,2023-12-08,60,0,2024-12-31,True,True
ACC_01133,BRW_01133,Personal Loan,Salaried,562000,323150.0,13076.76,2022-06-13,60,0,2024-12-31,False,False
ACC_01134,BRW_01134,Personal Loan,Self-Employed,298000,81639.58,8143.29,2021-07-05,48,0,2024-12-31,False,True
ACC_01135,BRW_01135,Business Loan,Self-Employed,1492000,752216.67,50993.02,2023-03-28,36,0,2024-12-31,True,True
ACC_01136,BRW_01136,Business Loan,Self-Employed,323000,237203.12,8826.45,2023-09-30,48,0,2024-12-31,False,True
ACC_01137,BRW_01137,Auto Loan,Self-Employed,1499000,968104.17,40962.39,2023-04-23,48,0,2024-12-31,False,False
ACC_01138,BRW_01138,Personal Loan,Salaried,383000,84579.17,34388.47,2021-06-23,12,0,2024-12-31,True,True
ACC_01139,BRW_01139,Personal Loan,Self-Employed,487000,335218.33,11331.64,2023-02-10,60,0,2024-12-31,True,True
ACC_01140,BRW_01140,Auto Loan,Salaried,502000,196198.33,11680.66,2021-05-28,60,0,2024-12-31,True,True
ACC_01141,BRW_01141,Personal Loan,Salaried,691000,323906.25,33176.9,2023-09-26,24,0,2024-12-31,True,True
ACC_01142,BRW_01142,Credit Card,Salaried,472000,104233.33,42379.52,2021-10-11,12,0,2024-12-31,False,False
ACC_01143,BRW_01143,Auto Loan,Salaried,748000,191675.0,20440.2,2021-06-12,48,0,2024-12-31,False,True
ACC_01144,BRW_01144,Auto Loan,Salaried,684000,441750.0,18691.31,2023-04-04,48,0,2024-12-31,True,True
ACC_01145,BRW_01145,Home Loan,Salaried,6682000,5569725.42,83092.06,2021-01-28,240,0,2024-12-31,True,True
ACC_01146,BRW_01146,Credit Card,Salaried,304000,67133.33,27295.28,2022-10-06,12,0,2024-12-31,False,False
ACC_01147,BRW_01147,Personal Loan,Self-Employed,536000,118366.67,48125.9,2022-07-29,12,0,2024-12-31,False,False
ACC_01148,BRW_01148,Credit Card,Salaried,317000,70004.17,28462.52,2021-12-03,12,0,2024-12-31,False,True
ACC_01149,BRW_01149,Business Loan,Self-Employed,429000,246675.0,20597.53,2023-12-09,24,0,2024-12-31,True,True
ACC_01150,BRW_01150,Business Loan,Self-Employed,1386000,355162.5,66545.86,2023-03-20,24,0,2024-12-31,True,True
ACC_01151,BRW_01151,Auto Loan,Salaried,823000,317769.44,28128.19,2022-10-11,36,0,2024-12-31,True,True
ACC_01152,BRW_01152,Credit Card,Salaried,278000,61391.67,24960.82,2021-09-01,12,0,2024-12-31,False,False
ACC_01153,BRW_01153,Business Loan,Self-Employed,4447000,2084531.25,213513.29,2023-09-20,24,0,2024-12-31,False,True
ACC_01154,BRW_01154,Personal Loan,Salaried,295000,96489.58,8061.31,2021-10-01,48,0,2024-12-31,False,False
ACC_01155,BRW_01155,Personal Loan,Salaried,349000,262477.08,9536.94,2023-10-04,48,0,2024-12-31,True,True
ACC_01156,BRW_01156,Business Loan,Self-Employed,2261000,739535.42,108557.13,2023-05-02,24,0,2024-12-31,True,True
ACC_01157,BRW_01157,Auto Loan,Salaried,1165000,807409.72,39816.94,2023-11-18,36,0,2024-12-31,True,True
ACC_01158,BRW_01158,Personal Loan,Salaried,659000,276230.83,15333.78,2021-07-11,60,0,2024-12-31,False,False
ACC_01159,BRW_01159,Personal Loan,Self-Employed,524000,162112.5,14319.07,2021-09-12,48,0,2024-12-31,False,False
ACC_01160,BRW_01160,Credit Card,Salaried,463000,102245.83,41571.44,2023-10-06,12,0,2024-12-31,True,True
ACC_01161,BRW_01161,Business Loan,Self-Employed,698000,178862.5,19073.88,2021-06-20,48,0,2024-12-31,True,True
ACC_01162,BRW_01162,Personal Loan,Salaried,802000,319129.17,38506.33,2023-07-24,24,0,2024-12-31,True,True
ACC_01163,BRW_01163,Business Loan,Self-Employed,2235000,731031.25,61074.67,2021-10-17,48,0,2024-12-31,False,False
ACC_01164,BRW_01164,Personal Loan,Self-Employed,276000,129375.0,13251.56,2023-09-27,24,0,2024-12-31,False,False
ACC_01165,BRW_01165,Auto Loan,Salaried,1373000,919147.22,46925.89,2023-10-29,36,0,2024-12-31,True,True
ACC_01166,BRW_01166,Business Loan,Self-Employed,3792000,1844650.0,103622.0,2022-07-05,48,0,2024-12-31,True,True
ACC_01167,BRW_01167,Auto Loan,Salaried,841000,483575.0,19568.6,2022-06-08,60,0,2024-12-31,False,False
ACC_01168,BRW_01168,Auto Loan,Salaried,883000,570270.83,30178.85,2023-09-17,36,0,2024-12-31,False,True
ACC_01169,BRW_01169,Business Loan,Self-Employed,3093000,1822292.5,71968.7,2022-07-25,60,0,2024-12-31,False,True
ACC_01170,BRW_01170,Personal Loan,Salaried,647000,509512.5,15054.56,2023-09-28,60,0,2024-12-31,False,False
ACC_01171,BRW_01171,Personal Loan,Self-Employed,638000,231275.0,17434.29,2021-12-10,48,0,2024-12-31,True,True
ACC_01172,BRW_01172,Business Loan,Self-Employed,1112000,298077.78,38005.52,2022-05-18,36,0,2024-12-31,False,False
ACC_01173,BRW_01173,Personal Loan,Self-Employed,209000,94267.71,5711.23,2022-05-16,48,0,2024-12-31,False,False
ACC_01174,BRW_01174,Auto Loan,Salaried,1332000,860250.0,36398.87,2023-04-26,48,0,2024-12-31,True,True
ACC_01175,BRW_01175,Auto Loan,Self-Employed,1411000,811325.0,38557.66,2022-12-30,48,0,2024-12-31,True,True
ACC_01176,BRW_01176,Credit Card,Salaried,348000,76850.0,31245.92,2021-03-29,12,0,2024-12-31,True,True
ACC_01177,BRW_01177,Home Loan,Salaried,4476000,3841900.0,59608.74,2022-06-17,180,0,2024-12-31,True,True
ACC_01178,BRW_01178,Home Loan,Salaried,6464000,5685626.67,100364.22,2023-07-24,120,0,2024-12-31,True,True
ACC_01179,BRW_01179,Personal Loan,Salaried,792000,530200.0,27068.68,2023-10-22,36,0,2024-12-31,False,True
ACC_01180,BRW_01180,Personal Loan,Salaried,497000,136157.29,13581.26,2021-07-04,48,0,2024-12-31,False,False
ACC_01181,BRW_01181,Business Loan,Self-Employed,2386000,695916.67,114558.74,2023-04-05,24,0,2024-12-31,False,False
ACC_01182,BRW_01182,Personal Loan,Salaried,525000,190312.5,14346.4,2021-12-07,48,0,2024-12-31,False,False
ACC_01183,BRW_01183,Business Loan,Self-Employed,186000,93775.0,5082.72,2022-08-01,48,0,2024-12-31,True,True
ACC_01184,BRW_01184,Auto Loan,Salaried,1052000,649610.0,24478.2,2022-09-11,60,0,2024-12-31,True,True
ACC_01185,BRW_01185,Personal Loan,Salaried,578000,386938.89,19754.67,2023-10-23,36,0,2024-12-31,False,False
ACC_01186,BRW_01186,Auto Loan,Salaried,1185000,765312.5,32381.87,2023-04-28,48,0,2024-12-31,False,False
ACC_01187,BRW_01187,Credit Card,Salaried,395000,87229.17,35465.91,2023-07-01,12,0,2024-12-31,True,True
ACC_01188,BRW_01188,Personal Loan,Self-Employed,969000,454218.75,46524.48,2023-09-04,24,0,2024-12-31,True,True
ACC_01189,BRW_01189,Auto Loan,Salaried,1145000,536718.75,31288.82,2022-06-17,48,0,2024-12-31,False,False
ACC_01190,BRW_01190,Personal Loan,Self-Employed,583000,273281.25,27991.51,2023-09-27,24,0,2024-12-31,False,False
ACC_01191,BRW_01191,Business Loan,Self-Employed,4701000,1371125.0,225708.56,2023-04-26,24,0,2024-12-31,False,False
ACC_01192,BRW_01192,Business Loan,Self-Employed,1732000,750533.33,47329.46,2022-04-29,48,0,2024-12-31,True,True
ACC_01193,BRW_01193,Credit Card,Salaried,428000,94516.67,38428.89,2021-06-24,12,0,2024-12-31,False,True
ACC_01194,BRW_01194,Business Loan,Self-Employed,3915000,2805750.0,106983.16,2023-08-21,48,0,2024-12-31,True,True
ACC_01195,BRW_01195,Personal Loan,Salaried,236000,185850.0,5491.31,2023-09-14,60,0,2024-12-31,False,False
ACC_01196,BRW_01196,Personal Loan,Salaried,671000,148179.17,60247.16,2023-05-03,12,0,2024-12-31,True,True
ACC_01197,BRW_01197,Personal Loan,Salaried,362000,131225.0,9892.18,2021-12-09,48,0,2024-12-31,False,False
ACC_01198,BRW_01198,Auto Loan,Salaried,833000,341298.61,28469.97,2022-11-06,36,0,2024-12-31,False,False
ACC_01199,BRW_01199,Home Loan,Salaried,5161000,3698716.67,80133.01,2021-08-30,120,0,2024-12-31,False,True
ACC_01200,BRW_01200,Personal Loan,Self-Employed,483000,300533.33,16507.8,2023-08-25,36,0,2024-12-31,False,False
ACC_01201,BRW_01201,Business Loan,Self-Employed,514000,213631.25,14045.81,2022-03-03,48,0,2024-12-31,False,False
ACC_01202,BRW_01202,Credit Card,Salaried,325000,71770.83,29180.81,2021-01-25,12,0,2024-12-31,False,False
ACC_01203,BRW_01203,Personal Loan,Salaried,936000,190125.0,25577.58,2021-03-26,48,0,2024-12-31,False,True
ACC_01204,BRW_01204,Personal Loan,Self-Employed,865000,191020.83,77665.86,2023-03-06,12,0,2024-12-31,False,False
ACC_01205,BRW_01205,Personal Loan,Salaried,802000,319129.17,21915.83,2022-02-26,48,0,2024-12-31,False,False
ACC_01206,BRW_01206,Personal Loan,Salaried,138000,72833.33,4716.51,2023-04-17,36,0,2024-12-31,False,False
ACC_01207,BRW_01207,Auto Loan,Self-Employed,949000,360817.71,25932.83,2022-01-30,48,0,2024-12-31,False,False
ACC_01208,BRW_01208,Business Loan,Self-Employed,151000,116238.54,4126.3,2023-11-26,48,0,2024-12-31,False,False
ACC_01209,BRW_01209,Business Loan,Self-Employed,265000,197425.0,6166.09,2023-06-22,60,0,2024-12-31,False,True
ACC_01210,BRW_01210,Auto Loan,Salaried,272000,180483.33,7432.8,2023-05-08,48,0,2024-12-31,False,True
ACC_01211,BRW_01211,Personal Loan,Self-Employed,255000,139400.0,5933.4,2022-04-16,60,0,2024-12-31,False,False
ACC_01212,BRW_01212,Personal Loan,Salaried,561000,223231.25,15330.15,2022-02-15,48,0,2024-12-31,False,False
ACC_01213,BRW_01213,Business Loan,Self-Employed,623000,247902.08,29912.03,2023-07-21,24,0,2024-12-31,True,True
ACC_01214,BRW_01214,Credit Card,Salaried,326000,71991.67,29270.6,2023-03-24,12,0,2024-12-31,False,False
ACC_01215,BRW_01215,Personal Loan,Salaried,612000,273870.0,14240.17,2021-09-27,60,0,2024-12-31,False,False
ACC_01216,BRW_01216,Business Loan,Self-Employed,3366000,2078505.0,78320.93,2022-09-27,60,0,2024-12-31,False,True
ACC_01217,BRW_01217,Credit Card,Salaried,371000,81929.17,33311.02,2021-06-18,12,0,2024-12-31,False,False
ACC_01218,BRW_01218,Auto Loan,Salaried,1214000,375581.25,33174.34,2021-09-13,48,0,2024-12-31,False,False
ACC_01219,BRW_01219,Home Loan,Salaried,5569000,4569673.89,74164.68,2021-10-18,180,0,2024-12-31,False,False
ACC_01220,BRW_01220,Business Loan,Self-Employed,3548000,1185623.33,82555.75,2021-01-15,60,0,2024-12-31,False,False
ACC_01221,BRW_01221,Business Loan,Self-Employed,1268000,848855.56,43337.23,2023-10-16,36,0,2024-12-31,True,True
ACC_01222,BRW_01222,Personal Loan,Salaried,250000,186250.0,5817.06,2023-06-28,60,0,2024-12-31,False,False
ACC_01223,BRW_01223,Business Loan,Self-Employed,1989000,1108453.12,54352.36,2022-11-27,48,0,2024-12-31,False,False
ACC_01224,BRW_01224,Personal Loan,Self-Employed,332000,128188.89,11346.97,2022-10-05,36,0,2024-12-31,False,False
ACC_01225,BRW_01225,Credit Card,Salaried,421000,92970.83,37800.38,2022-04-09,12,0,2024-12-31,False,True
ACC_01226,BRW_01226,Business Loan,Self-Employed,1511000,833148.61,51642.4,2023-05-06,36,0,2024-12-31,False,False
ACC_01227,BRW_01227,Business Loan,Self-Employed,591000,172375.0,16149.95,2021-08-20,48,0,2024-12-31,True,True
ACC_01228,BRW_01228,Business Loan,Self-Employed,4600000,1776111.11,157217.1,2022-10-25,36,0,2024-12-31,True,True
ACC_01229,BRW_01229,Auto Loan,Salaried,1236000,623150.0,42243.55,2023-03-13,36,0,2024-12-31,False,False
ACC_01230,BRW_01230,Auto Loan,Self-Employed,272000,194933.33,7432.8,2023-08-01,48,0,2024-12-31,False,False
ACC_01231,BRW_01231,Credit Card,Salaried,307000,67795.83,27564.65,2023-06-06,12,0,2024-12-31,True,True
ACC_01232,BRW_01232,Home Loan,Salaried,4121000,3887476.67,51245.49,2023-08-19,240,0,2024-12-31,True,True
ACC_01233,BRW_01233,Business Loan,Self-Employed,1620000,549000.0,55367.76,2022-08-20,36,0,2024-12-31,True,True
ACC_01234,BRW_01234,Personal Loan,Salaried,77000,17004.17,6913.61,2023-01-19,12,0,2024-12-31,False,False
ACC_01235,BRW_01235,Personal Loan,Salaried,640000,337777.78,21873.68,2023-04-02,36,0,2024-12-31,True,True
ACC_01236,BRW_01236,Auto Loan,Salaried,603000,453506.25,16477.87,2023-10-31,48,0,2024-12-31,False,False
ACC_01237,BRW_01237,Auto Loan,Self-Employed,732000,403616.67,25018.02,2023-05-31,36,0,2024-12-31,False,False
ACC_01238,BRW_01238,Personal Loan,Salaried,102000,71655.0,2373.36,2023-03-01,60,0,2024-12-31,False,False
ACC_01239,BRW_01239,Auto Loan,Self-Employed,1195000,771770.83,32655.14,2023-04-11,48,0,2024-12-31,True,True
ACC_01240,BRW_01240,Personal Loan,Salaried,969000,608653.12,26479.36,2023-03-16,48,0,2024-12-31,False,True
ACC_01241,BRW_01241,Business Loan,Self-Employed,268000,127523.33,6235.89,2021-11-16,60,0,2024-12-31,False,True
ACC_01242,BRW_01242,Auto Loan,Salaried,237000,126202.5,5514.58,2022-03-31,60,0,2024-12-31,True,True
ACC_01243,BRW_01243,Personal Loan,Salaried,586000,253933.33,16013.32,2022-04-14,48,0,2024-12-31,False,True
ACC_01244,BRW_01244,Business Loan,Self-Employed,3777000,1904237.5,181344.66,2023-10-22,24,0,2024-12-31,False,True
ACC_01245,BRW_01245,Business Loan,Self-Employed,3469000,1503233.33,80717.56,2021-08-10,60,0,2024-12-31,False,False
ACC_01246,BRW_01246,Home Loan,Salaried,3662000,3324790.83,56858.57,2023-11-05,120,0,2024-12-31,True,True
ACC_01247,BRW_01247,Auto Loan,Salaried,567000,301927.5,13193.1,2022-03-27,60,0,2024-12-31,True,True
ACC_01248,BRW_01248,Personal Loan,Salaried,991000,657569.79,27080.54,2023-05-03,48,0,2024-12-31,True,True
ACC_01249,BRW_01249,Auto Loan,Salaried,573000,248300.0,15658.07,2022-04-17,48,0,2024-12-31,False,False
ACC_01250,BRW_01250,Personal Loan,Salaried,116000,54375.0,3169.87,2022-06-06,48,0,2024-12-31,False,False
ACC_01251,BRW_01251,Personal Loan,Salaried,357000,215390.0,8306.77,2022-08-01,60,0,2024-12-31,False,False
ACC_01252,BRW_01252,Home Loan,Salaried,8538000,7812270.0,132566.48,2023-12-28,120,0,2024-12-31,True,True
ACC_01253,BRW_01253,Auto Loan,Salaried,938000,419755.0,21825.62,2021-09-12,60,0,2024-12-31,False,False
ACC_01254,BRW_01254,Home Loan,Salaried,2984000,2371036.67,46331.5,2022-07-30,120,0,2024-12-31,False,False
ACC_01255,BRW_01255,Credit Card,Salaried,21000,4637.5,1885.53,2023-07-12,12,0,2024-12-31,True,True
ACC_01256,BRW_01256,Personal Loan,Salaried,915000,439708.33,31272.53,2023-02-02,36,0,2024-12-31,False,False
ACC_01257,BRW_01257,Home Loan,Salaried,5727000,4428880.0,88921.09,2022-04-16,120,0,2024-12-31,False,False
ACC_01258,BRW_01258,Personal Loan,Salaried,112000,42186.67,2606.04,2021-04-04,60,0,2024-12-31,False,True
ACC_01259,BRW_01259,Personal Loan,Salaried,317000,204729.17,10834.31,2023-09-01,36,0,2024-12-31,False,False
ACC_01260,BRW_01260,Home Loan,Salaried,5104000,3971195.56,67972.08,2021-01-09,180,0,2024-12-31,False,False
ACC_01261,BRW_01261,Personal Loan,Salaried,595000,415880.21,16259.25,2023-07-22,48,0,2024-12-31,True,True
ACC_01262,BRW_01262,Credit Card,Salaried,371000,81929.17,33311.02,2023-02-06,12,0,2024-12-31,True,True
ACC_01263,BRW_01263,Credit Card,Salaried,490000,108208.33,43995.69,2023-03-02,12,0,2024-12-31,False,False
ACC_01264,BRW_01264,Auto Loan,Self-Employed,1231000,812460.0,28643.22,2022-12-16,60,0,2024-12-31,False,True
ACC_01265,BRW_01265,Auto Loan,Salaried,1363000,1025089.58,37245.99,2023-10-17,48,0,2024-12-31,True,True
ACC_01266,BRW_01266,Auto Loan,Salaried,924000,465850.0,31580.13,2023-03-31,36,0,2024-12-31,False,False
ACC_01267,BRW_01267,Personal Loan,Salaried,176000,38866.67,15802.53,2023-03-21,12,0,2024-12-31,True,True
ACC_01268,BRW_01268,Personal Loan,Salaried,782000,172691.67,70213.53,2021-06-20,12,0,2024-12-31,False,True
ACC_01269,BRW_01269,Credit Card,Salaried,87000,19212.5,7811.48,2023-12-24,12,0,2024-12-31,False,True
ACC_01270,BRW_01270,Personal Loan,Salaried,169000,130094.79,4618.17,2023-11-18,48,0,2024-12-31,False,False
ACC_01271,BRW_01271,Personal Loan,Salaried,741000,517928.12,20248.92,2023-07-11,48,0,2024-12-31,False,True
ACC_01272,BRW_01272,Credit Card,Salaried,52000,11483.33,4668.93,2023-06-09,12,0,2024-12-31,False,False
ACC_01273,BRW_01273,Home Loan,Salaried,2573000,2290506.04,31995.79,2022-05-08,240,0,2024-12-31,True,True
ACC_01274,BRW_01274,Auto Loan,Salaried,758000,564710.0,17637.33,2023-06-10,60,0,2024-12-31,False,True
ACC_01275,BRW_01275,Business Loan,Self-Employed,3334000,1562812.5,160074.95,2023-09-26,24,0,2024-12-31,False,False
ACC_01276,BRW_01276,Auto Loan,Self-Employed,1457000,940979.17,39814.68,2023-04-03,48,0,2024-12-31,True,True
ACC_01277,BRW_01277,Business Loan,Self-Employed,4170000,2634050.0,97028.61,2022-10-09,60,0,2024-12-31,False,False
ACC_01278,BRW_01278,Auto Loan,Self-Employed,711000,549840.0,16543.73,2023-08-07,60,0,2024-12-31,True,True
ACC_01279,BRW_01279,Auto Loan,Self-Employed,1017000,469515.0,23663.81,2021-10-13,60,0,2024-12-31,True,True
ACC_01280,BRW_01280,Credit Card,Salaried,92000,20316.67,8260.41,2023-08-25,12,0,2024-12-31,True,True
ACC_01281,BRW_01281,Personal Loan,Salaried,643000,324179.17,21976.22,2023-03-13,36,0,2024-12-31,False,True
ACC_01282,BRW_01282,Business Loan,Self-Employed,4981000,1570398.61,170238.77,2022-07-27,36,0,2024-12-31,False,False
ACC_01283,BRW_01283,Personal Loan,Self-Employed,184000,66700.0,4281.36,2021-03-03,60,0,2024-12-31,True,True
ACC_01284,BRW_01284,Auto Loan,Self-Employed,284000,149888.89,9706.45,2023-04-19,36,0,2024-12-31,False,False
ACC_01285,BRW_01285,Personal Loan,Self-Employed,540000,241650.0,12564.86,2021-09-23,60,0,2024-12-31,False,True
ACC_01286,BRW_01286,Personal Loan,Salaried,282000,92237.5,13539.63,2023-05-19,24,0,2024-12-31,False,False
ACC_01287,BRW_01287,Personal Loan,Salaried,941000,441093.75,45180.12,2023-09-14,24,0,2024-12-31,True,True
ACC_01288,BRW_01288,Personal Loan,Salaried,608000,155800.0,29191.83,2023-03-22,24,0,2024-12-31,False,False
ACC_01289,BRW_01289,Auto Loan,Self-Employed,486000,313875.0,11308.37,2022-11-04,60,0,2024-12-31,False,False
ACC_01290,BRW_01290,Personal Loan,Salaried,613000,335106.67,14263.44,2022-04-03,60,0,2024-12-31,True,True
ACC_01291,BRW_01291,Personal Loan,Salaried,951000,210012.5,85387.55,2022-12-15,12,0,2024-12-31,False,False
ACC_01292,BRW_01292,Business Loan,Self-Employed,2629000,580570.83,89852.99,2022-03-24,36,0,2024-12-31,False,False
ACC_01293,BRW_01293,Business Loan,Self-Employed,2030000,807770.83,97466.15,2023-07-02,24,0,2024-12-31,False,False
ACC_01294,BRW_01294,Personal Loan,Salaried,273000,211120.0,6352.23,2023-08-16,60,0,2024-12-31,False,False
