account_id,bureau_pull_date,credit_score_current,credit_score_3m_ago,credit_score_6m_ago,active_loan_count,total_outstanding_all_lenders,missed_payments_other_lenders_6m,worst_dpd_12m,hard_enquiries_30d,hard_enquiries_60d,hard_enquiries_90d,new_accounts_opened_6m,credit_utilisation_ratio,writeoff_or_settled_flag
ACC_01555,2024-01-01,616,605,582,5,2555251,0,13,1,3,3,1,,False
ACC_01555,2024-06-01,616,599,591,3,1951854,0,28,1,1,1,1,,False
ACC_01555,2024-12-01,559,544,522,2,908458,2,57,4,5,7,1,,False
ACC_01556,2024-01-01,741,748,744,1,500190,0,0,0,0,0,0,,False
ACC_01556,2024-06-01,753,757,763,3,948798,0,0,0,0,0,0,,False
ACC_01556,2024-12-01,761,756,758,2,721600,0,0,0,0,0,0,,False
ACC_01557,2024-01-01,634,617,609,5,804994,0,6,0,0,2,0,,False
ACC_01557,2024-06-01,622,617,600,2,409185,1,34,1,1,1,3,,False
ACC_01557,2024-12-01,568,543,538,5,1381161,2,55,1,1,3,2,,False
ACC_01558,2024-01-01,633,624,611,4,26365005,1,16,2,2,3,0,,False
ACC_01558,2024-06-01,620,606,590,4,20211136,2,90,0,1,1,1,,False
ACC_01558,2024-12-01,570,564,559,5,28776626,3,37,2,4,4,2,,False
ACC_01559,2024-01-01,673,680,677,1,1292301,0,0,0,0,0,0,,False
ACC_01559,2024-06-01,684,694,703,3,3841558,0,0,0,0,0,0,,False
ACC_01559,2024-12-01,648,636,626,4,5035503,1,52,1,3,4,2,,False
ACC_01560,2024-01-01,796,797,807,2,1071829,0,0,0,0,0,0,,False
ACC_01560,2024-06-01,805,805,808,2,1012578,0,0,0,0,0,0,,False
ACC_01560,2024-12-01,816,811,815,2,1134605,0,0,0,0,0,0,,False
ACC_01561,2024-01-01,675,672,680,3,1699635,0,0,0,0,0,0,,False
ACC_01561,2024-06-01,681,691,700,2,1285323,0,0,0,0,0,0,,False
ACC_01561,2024-12-01,651,630,616,5,3112078,2,46,1,2,4,3,,False
ACC_01562,2024-01-01,738,738,742,1,1610558,0,0,0,0,0,0,,False
ACC_01562,2024-06-01,747,746,745,3,3781467,0,0,0,0,0,0,,False
ACC_01562,2024-12-01,758,761,768,1,1547027,0,0,0,0,0,0,,False
ACC_01563,2024-01-01,653,635,622,3,8344266,0,27,0,0,1,1,,False
ACC_01563,2024-06-01,626,604,593,2,5653685,2,78,4,4,4,1,,False
ACC_01563,2024-12-01,599,587,562,4,10433960,1,72,4,6,6,2,,False
ACC_01564,2024-01-01,725,735,745,3,440351,0,0,0,0,0,0,,False
ACC_01564,2024-06-01,739,749,747,2,311468,0,0,0,0,0,0,,False
ACC_01564,2024-12-01,697,674,666,3,704931,2,66,1,2,4,1,,False
ACC_01565,2024-01-01,797,794,796,2,626311,0,0,0,0,0,0,,False
ACC_01565,2024-06-01,806,807,816,1,299949,0,0,0,0,0,0,,False
ACC_01565,2024-12-01,817,815,818,2,660271,0,0,0,0,0,0,,False
ACC_01566,2024-01-01,762,765,769,3,201175,0,0,0,0,0,0,0.23,False
ACC_01566,2024-06-01,769,778,779,2,128349,0,0,0,0,0,0,0.25,False
ACC_01566,2024-12-01,781,779,789,2,205216,0,0,0,0,0,0,0.33,False
ACC_01567,2024-01-01,741,745,755,1,585539,0,0,0,0,0,0,,False
ACC_01567,2024-06-01,754,760,770,1,507686,0,0,0,0,0,0,,False
ACC_01567,2024-12-01,754,754,757,1,518074,0,0,0,0,0,0,,False
ACC_01568,2024-01-01,601,584,554,5,12869519,0,29,1,1,2,0,,False
ACC_01568,2024-06-01,590,567,543,5,19691191,1,21,0,0,1,1,,False
ACC_01568,2024-12-01,548,528,498,4,15996905,3,52,2,4,4,2,,False
ACC_01569,2024-01-01,783,791,794,1,591597,0,0,0,0,0,0,,False
ACC_01569,2024-06-01,796,792,798,2,875206,0,0,0,0,0,0,,False
ACC_01569,2024-12-01,795,800,807,1,616385,0,0,0,0,0,0,,False
ACC_01570,2024-01-01,709,704,704,1,287717,0,0,0,0,0,0,,False
ACC_01570,2024-06-01,720,717,726,3,956366,0,0,0,0,0,0,,False
ACC_01570,2024-12-01,685,676,657,2,445828,1,69,1,2,4,2,,False
ACC_01571,2024-01-01,716,724,722,1,93523,0,0,0,0,0,0,,False
ACC_01571,2024-06-01,725,723,723,2,169852,0,0,0,0,0,0,,False
ACC_01571,2024-12-01,688,669,659,3,258200,3,77,0,1,2,3,,False
ACC_01572,2024-01-01,760,758,755,2,367228,0,0,0,0,0,0,,False
ACC_01572,2024-06-01,770,777,785,3,672293,0,0,0,0,0,0,,False
ACC_01572,2024-12-01,771,773,773,1,155220,0,0,0,0,0,0,,False
ACC_01573,2024-01-01,775,771,778,3,1051504,0,0,0,0,0,0,,False
ACC_01573,2024-06-01,786,791,798,1,349050,0,0,0,0,0,0,,False
ACC_01573,2024-12-01,789,785,790,2,494535,0,0,0,0,0,0,,False
ACC_01574,2024-01-01,631,621,609,2,696206,0,20,2,4,6,1,,False
ACC_01574,2024-06-01,625,613,608,4,1070195,1,5,0,1,2,1,,False
ACC_01574,2024-12-01,572,557,543,3,1169302,3,35,1,1,1,3,,False
ACC_01575,2024-01-01,777,784,782,3,351233,0,0,0,0,0,0,,False
ACC_01575,2024-06-01,791,798,796,1,181250,0,0,0,0,0,0,,False
ACC_01575,2024-12-01,794,790,800,2,408355,0,0,0,0,0,0,,False
ACC_01576,2024-01-01,790,790,800,2,13383719,0,0,0,0,0,0,,False
ACC_01576,2024-06-01,791,799,797,2,15647996,0,0,0,0,0,0,,False
ACC_01576,2024-12-01,805,801,802,1,8127916,0,0,0,0,0,0,,False
ACC_01577,2024-01-01,681,687,685,1,155450,0,0,0,0,0,0,,False
ACC_01577,2024-06-01,697,706,702,2,452138,0,0,0,0,0,0,,False
ACC_01577,2024-12-01,662,638,613,2,366949,2,47,1,3,5,2,,False
ACC_01578,2024-01-01,749,755,757,2,369241,0,0,0,0,0,0,,False
ACC_01578,2024-06-01,766,774,777,2,467571,0,0,0,0,0,0,,False
ACC_01578,2024-12-01,767,775,773,1,223597,0,0,0,0,0,0,,False
ACC_01579,2024-01-01,696,703,711,2,145207,0,0,0,0,0,0,0.35,False
ACC_01579,2024-06-01,714,718,728,1,72998,0,0,0,0,0,0,0.28,False
ACC_01579,2024-12-01,679,671,645,2,124550,1,52,3,5,5,1,0.22,False
ACC_01580,2024-01-01,747,748,758,2,19462,0,0,0,0,0,0,0.2,False
ACC_01580,2024-06-01,762,772,782,2,18896,0,0,0,0,0,0,0.36,False
ACC_01580,2024-12-01,763,767,768,1,7488,0,0,0,0,0,0,0.18,False
ACC_01581,2024-01-01,694,691,686,3,674946,0,0,0,0,0,0,,False
ACC_01581,2024-06-01,709,715,717,1,313868,0,0,0,0,0,0,,False
ACC_01581,2024-12-01,673,650,631,3,664256,1,72,4,4,4,3,,False
ACC_01582,2024-01-01,656,634,609,5,7710643,1,7,1,1,1,0,,False
ACC_01582,2024-06-01,629,611,586,4,6330868,2,33,1,1,1,3,,False
ACC_01582,2024-12-01,598,590,575,3,2952492,3,69,1,2,4,3,,False
ACC_01583,2024-01-01,680,685,686,1,3875258,0,0,0,0,0,0,,False
ACC_01583,2024-06-01,693,688,692,3,6456668,0,0,0,0,0,0,,False
ACC_01583,2024-12-01,625,613,603,3,6999594,2,54,1,3,4,1,,False
ACC_01584,2024-01-01,608,595,580,3,3782310,0,30,1,2,3,0,,False
ACC_01584,2024-06-01,576,571,553,4,4439256,1,63,2,3,3,2,,False
ACC_01584,2024-12-01,547,523,517,5,5514910,1,85,2,2,3,3,,False
ACC_01585,2024-01-01,665,648,619,5,1552093,0,3,0,1,1,0,,False
ACC_01585,2024-06-01,651,628,622,2,545208,0,6,1,2,2,1,,False
ACC_01585,2024-12-01,599,577,569,2,809978,1,69,2,4,5,3,,True
ACC_01586,2024-01-01,704,705,705,3,13745789,0,0,0,0,0,0,,False
ACC_01586,2024-06-01,718,724,732,3,11626827,0,0,0,0,0,0,,False
ACC_01586,2024-12-01,687,664,634,3,10908936,2,53,4,6,6,1,,False
ACC_01587,2024-01-01,669,668,666,3,704489,0,0,0,0,0,0,,False
ACC_01587,2024-06-01,677,685,682,3,542340,0,0,0,0,0,0,,False
ACC_01587,2024-12-01,647,631,621,4,727339,3,56,2,4,5,2,,False
ACC_01588,2024-01-01,689,697,704,3,154481,0,0,0,0,0,0,0.31,False
ACC_01588,2024-06-01,701,700,708,2,92128,0,0,0,0,0,0,0.39,False
ACC_01588,2024-12-01,658,646,618,4,180785,2,60,2,4,5,1,0.17,False
ACC_01589,2024-01-01,648,623,605,2,8526046,1,23,2,2,2,1,,False
ACC_01589,2024-06-01,641,635,617,3,20394556,1,15,2,2,3,1,,False
ACC_01589,2024-12-01,585,579,553,5,32498569,2,90,4,5,7,2,,False
ACC_01590,2024-01-01,752,757,761,2,5665377,0,0,0,0,0,0,,False
ACC_01590,2024-06-01,756,759,758,1,2214012,0,0,0,0,0,0,,False
ACC_01590,2024-12-01,762,769,771,3,7073258,0,0,0,0,0,0,,False
ACC_01591,2024-01-01,658,644,627,4,1279386,0,24,1,3,3,0,,False
ACC_01591,2024-06-01,650,629,599,2,875696,2,33,2,2,3,3,,False
ACC_01591,2024-12-01,600,577,552,3,1527309,2,90,3,3,5,2,,True
ACC_01592,2024-01-01,704,708,703,2,1116804,0,0,0,0,0,0,,False
ACC_01592,2024-06-01,713,718,725,3,1966707,0,0,0,0,0,0,,False
ACC_01592,2024-12-01,645,633,627,3,1146734,1,80,2,4,4,1,,False
ACC_01593,2024-01-01,752,754,759,2,238405,0,0,0,0,0,0,,False
ACC_01593,2024-06-01,769,769,775,3,580173,0,0,0,0,0,0,,False
ACC_01593,2024-12-01,766,768,767,3,358519,0,0,0,0,0,0,,False
ACC_01594,2024-01-01,718,727,734,3,999500,0,0,0,0,0,0,,False
ACC_01594,2024-06-01,726,731,735,3,1112410,0,0,0,0,0,0,,False
ACC_01594,2024-12-01,693,684,672,2,734697,2,32,0,0,2,3,,False
ACC_01595,2024-01-01,774,782,791,2,226783,0,0,0,0,0,0,,False
ACC_01595,2024-06-01,779,786,786,2,184568,0,0,0,0,0,0,,False
ACC_01595,2024-12-01,784,781,783,3,371023,0,0,0,0,0,0,,False
ACC_01596,2024-01-01,707,713,717,3,89970,0,0,0,0,0,0,,False
ACC_01596,2024-06-01,721,720,715,2,45760,0,0,0,0,0,0,,False
ACC_01596,2024-12-01,684,671,655,5,90975,2,70,2,3,5,2,,False
ACC_01597,2024-01-01,765,761,761,1,92350,0,0,0,0,0,0,,False
ACC_01597,2024-06-01,769,769,764,2,197476,0,0,0,0,0,0,,False
ACC_01597,2024-12-01,775,771,779,1,111457,0,0,0,0,0,0,,False
ACC_01598,2024-01-01,760,761,762,2,228348,0,0,0,0,0,0,,False
ACC_01598,2024-06-01,780,776,776,2,263127,0,0,0,0,0,0,,False
ACC_01598,2024-12-01,778,784,790,2,197153,0,0,0,0,0,0,,False
ACC_01599,2024-01-01,630,624,594,4,132739,1,28,2,2,4,0,,False
ACC_01599,2024-06-01,618,608,591,3,108401,1,34,2,3,5,1,,False
ACC_01599,2024-12-01,572,549,531,4,180609,3,87,1,1,2,1,,False
ACC_01600,2024-01-01,623,613,600,5,291544,0,1,2,4,4,1,0.39,False
ACC_01600,2024-06-01,616,608,603,4,154062,1,58,1,1,1,1,0.21,False
ACC_01600,2024-12-01,567,542,535,2,95333,2,43,4,6,8,2,0.34,True
ACC_01601,2024-01-01,615,599,584,4,176857,0,26,0,2,2,1,,False
ACC_01601,2024-06-01,606,592,580,2,62130,0,5,2,2,4,1,,False
ACC_01601,2024-12-01,547,528,512,2,62530,2,75,3,3,3,3,,True
ACC_01602,2024-01-01,755,764,765,2,1916424,0,0,0,0,0,0,,False
ACC_01602,2024-06-01,768,764,770,2,1613076,0,0,0,0,0,0,,False
ACC_01602,2024-12-01,772,782,777,3,2570820,0,0,0,0,0,0,,False
ACC_01603,2024-01-01,723,721,730,1,2488875,0,0,0,0,0,0,,False
ACC_01603,2024-06-01,738,737,744,1,1862740,0,0,0,0,0,0,,False
ACC_01603,2024-12-01,659,637,623,4,8042780,3,59,4,6,8,3,,False
ACC_01604,2024-01-01,692,700,699,3,781116,0,0,0,0,0,0,,False
ACC_01604,2024-06-01,702,698,699,2,548724,0,0,0,0,0,0,,False
ACC_01604,2024-12-01,664,652,630,3,607656,1,53,2,3,3,1,,False
ACC_01605,2024-01-01,720,725,720,2,3902282,0,0,0,0,0,0,,False
ACC_01605,2024-06-01,719,714,722,3,10315930,0,0,0,0,0,0,,False
ACC_01605,2024-12-01,662,654,633,4,10097306,3,75,2,2,3,2,,False
ACC_01606,2024-01-01,796,806,811,1,358465,0,0,0,0,0,0,,False
ACC_01606,2024-06-01,806,816,826,2,583725,0,0,0,0,0,0,,False
ACC_01606,2024-12-01,815,814,821,3,1276697,0,0,0,0,0,0,,False
ACC_01607,2024-01-01,698,695,695,3,1422944,0,0,0,0,0,0,,False
ACC_01607,2024-06-01,714,718,713,2,1204491,0,0,0,0,0,0,,False
ACC_01607,2024-12-01,647,634,627,2,871756,1,56,1,1,3,1,,False
ACC_01608,2024-01-01,645,631,626,3,7880717,1,4,1,3,5,0,,False
ACC_01608,2024-06-01,612,602,597,2,4753687,2,66,3,5,5,1,,False
ACC_01608,2024-12-01,591,583,563,2,4850336,1,32,3,5,6,3,,False
ACC_01609,2024-01-01,755,754,754,1,107338,0,0,0,0,0,0,,False
ACC_01609,2024-06-01,763,772,780,3,304907,0,0,0,0,0,0,,False
ACC_01609,2024-12-01,773,775,770,1,75786,0,0,0,0,0,0,,False
ACC_01610,2024-01-01,622,598,583,5,157454,1,15,2,2,3,0,0.13,False
ACC_01610,2024-06-01,615,606,580,2,59950,3,41,2,3,4,2,0.4,False
ACC_01610,2024-12-01,566,560,543,5,145221,3,55,2,3,5,2,0.3,False
ACC_01611,2024-01-01,774,772,778,1,222359,0,0,0,0,0,0,,False
ACC_01611,2024-06-01,785,784,783,2,704871,0,0,0,0,0,0,,False
ACC_01611,2024-12-01,792,802,807,1,260432,0,0,0,0,0,0,,False
ACC_01612,2024-01-01,674,683,693,3,2818230,0,0,0,0,0,0,,False
ACC_01612,2024-06-01,661,662,672,2,2239580,0,0,0,0,0,0,,False
ACC_01612,2024-12-01,619,614,602,2,2437516,2,63,4,6,8,1,,False
ACC_01613,2024-01-01,783,781,782,2,183845,0,0,0,0,0,0,,False
ACC_01613,2024-06-01,800,809,818,1,52755,0,0,0,0,0,0,,False
ACC_01613,2024-12-01,804,805,808,3,179782,0,0,0,0,0,0,,False
ACC_01614,2024-01-01,673,678,673,2,219391,0,0,0,0,0,0,0.29,False
ACC_01614,2024-06-01,677,684,682,3,356718,0,0,0,0,0,0,0.13,False
ACC_01614,2024-12-01,649,631,626,2,174493,3,79,2,3,4,3,0.31,False
ACC_01615,2024-01-01,686,696,695,3,492572,0,0,0,0,0,0,,False
ACC_01615,2024-06-01,694,697,704,3,488049,0,0,0,0,0,0,,False
ACC_01615,2024-12-01,659,647,623,2,356055,1,35,2,3,5,2,,False
ACC_01616,2024-01-01,671,678,678,2,727570,0,0,0,0,0,0,,False
ACC_01616,2024-06-01,686,687,687,3,695745,0,0,0,0,0,0,,False
ACC_01616,2024-12-01,646,636,627,3,722404,3,81,1,2,2,1,,False
ACC_01617,2024-01-01,700,709,705,1,253856,0,0,0,0,0,0,,False
ACC_01617,2024-06-01,715,715,718,2,524122,0,0,0,0,0,0,,False
ACC_01617,2024-12-01,678,664,658,5,971758,2,52,4,6,6,1,,False
ACC_01618,2024-01-01,705,710,712,1,134805,0,0,0,0,0,0,,False
ACC_01618,2024-06-01,715,718,728,1,116465,0,0,0,0,0,0,,False
ACC_01618,2024-12-01,687,680,655,5,555316,2,77,2,4,5,1,,False
ACC_01619,2024-01-01,795,792,799,1,406525,0,0,0,0,0,0,,False
ACC_01619,2024-06-01,806,809,810,1,437407,0,0,0,0,0,0,,False
ACC_01619,2024-12-01,809,812,815,1,326872,0,0,0,0,0,0,,False
ACC_01620,2024-01-01,609,590,566,4,171865,1,14,0,2,4,1,0.31,False
ACC_01620,2024-06-01,603,583,558,2,84385,1,25,1,2,3,1,0.39,False
ACC_01620,2024-12-01,558,535,505,4,147136,2,36,4,4,6,3,0.14,True
ACC_01621,2024-01-01,615,595,568,4,2466750,0,11,2,3,3,1,,False
ACC_01621,2024-06-01,597,586,564,5,2444806,2,61,1,2,2,2,,False
ACC_01621,2024-12-01,547,524,495,5,1824426,2,76,4,5,7,2,,True
ACC_01622,2024-01-01,687,695,690,1,2462021,0,0,0,0,0,0,,False
ACC_01622,2024-06-01,689,691,695,2,5110475,0,0,0,0,0,0,,False
ACC_01622,2024-12-01,619,594,588,3,4611838,3,34,1,3,4,3,,False
ACC_01623,2024-01-01,698,708,714,2,1767372,0,0,0,0,0,0,,False
ACC_01623,2024-06-01,703,701,701,1,722027,0,0,0,0,0,0,,False
ACC_01623,2024-12-01,636,627,617,5,6097895,2,74,1,2,2,2,,True
ACC_01624,2024-01-01,724,721,716,2,294525,0,0,0,0,0,0,,False
ACC_01624,2024-06-01,739,744,740,2,216813,0,0,0,0,0,0,,False
ACC_01624,2024-12-01,702,687,681,3,360115,3,69,1,1,2,1,,False
ACC_01625,2024-01-01,726,734,729,3,311667,0,0,0,0,0,0,,False
ACC_01625,2024-06-01,745,749,755,1,128123,0,0,0,0,0,0,,False
ACC_01625,2024-12-01,705,698,684,4,491347,1,56,2,3,3,2,,False
ACC_01626,2024-01-01,722,724,729,2,2348180,0,0,0,0,0,0,,False
ACC_01626,2024-06-01,730,735,740,3,3336365,0,0,0,0,0,0,,False
ACC_01626,2024-12-01,653,641,636,4,4111041,3,65,1,3,3,1,,False
ACC_01627,2024-01-01,610,590,567,3,161125,0,18,0,0,2,1,,False
ACC_01627,2024-06-01,599,577,547,3,149077,2,83,0,2,3,3,,False
ACC_01627,2024-12-01,540,532,525,4,211260,3,84,1,1,1,2,,False
ACC_01628,2024-01-01,762,768,776,1,1230848,0,0,0,0,0,0,,False
ACC_01628,2024-06-01,775,775,770,3,3210931,0,0,0,0,0,0,,False
ACC_01628,2024-12-01,780,782,787,2,2163806,0,0,0,0,0,0,,False
ACC_01629,2024-01-01,629,621,611,5,232694,0,6,1,2,4,1,0.28,False
ACC_01629,2024-06-01,618,607,591,3,91072,1,79,1,1,3,2,0.2,False
ACC_01629,2024-12-01,573,554,530,5,264340,3,53,4,6,7,2,0.16,False
ACC_01630,2024-01-01,649,625,609,2,549174,1,24,2,3,3,1,,False
ACC_01630,2024-06-01,644,626,600,4,1396181,2,61,1,2,2,2,,False
ACC_01630,2024-12-01,589,583,556,4,858186,1,53,2,3,3,2,,False
ACC_01631,2024-01-01,779,785,790,3,521087,0,0,0,0,0,0,,False
ACC_01631,2024-06-01,790,796,794,2,536785,0,0,0,0,0,0,,False
ACC_01631,2024-12-01,794,799,801,1,215349,0,0,0,0,0,0,,False
ACC_01632,2024-01-01,615,592,564,2,215367,1,13,0,2,3,0,,False
ACC_01632,2024-06-01,601,585,557,4,609275,1,7,1,1,2,1,,False
ACC_01632,2024-12-01,549,544,529,4,441306,3,50,2,3,5,2,,False
ACC_01633,2024-01-01,741,739,741,1,524115,0,0,0,0,0,0,,False
ACC_01633,2024-06-01,750,755,756,3,1548652,0,0,0,0,0,0,,False
ACC_01633,2024-12-01,764,760,758,1,537048,0,0,0,0,0,0,,False
ACC_01634,2024-01-01,789,789,797,1,2863499,0,0,0,0,0,0,,False
ACC_01634,2024-06-01,803,807,815,2,5254305,0,0,0,0,0,0,,False
ACC_01634,2024-12-01,808,806,813,3,9242476,0,0,0,0,0,0,,False
ACC_01635,2024-01-01,748,750,749,1,3553261,0,0,0,0,0,0,,False
ACC_01635,2024-06-01,750,753,754,2,8681550,0,0,0,0,0,0,,False
ACC_01635,2024-12-01,762,766,775,1,3649621,0,0,0,0,0,0,,False
ACC_01636,2024-01-01,766,764,774,3,4577524,0,0,0,0,0,0,,False
ACC_01636,2024-06-01,782,788,798,3,6468124,0,0,0,0,0,0,,False
ACC_01636,2024-12-01,791,793,803,3,4963016,0,0,0,0,0,0,,False
ACC_01637,2024-01-01,775,776,780,2,2887095,0,0,0,0,0,0,,False
ACC_01637,2024-06-01,783,784,779,3,5667588,0,0,0,0,0,0,,False
ACC_01637,2024-12-01,784,793,800,1,1967034,0,0,0,0,0,0,,False
ACC_01638,2024-01-01,727,732,732,1,435051,0,0,0,0,0,0,,False
ACC_01638,2024-06-01,741,749,752,2,780008,0,0,0,0,0,0,,False
ACC_01638,2024-12-01,709,684,668,5,3131676,3,89,2,2,2,2,,False
ACC_01639,2024-01-01,787,786,796,2,225297,0,0,0,0,0,0,,False
ACC_01639,2024-06-01,803,810,806,1,177990,0,0,0,0,0,0,,False
ACC_01639,2024-12-01,802,801,809,1,148778,0,0,0,0,0,0,,False
ACC_01640,2024-01-01,795,793,796,3,948307,0,0,0,0,0,0,,False
ACC_01640,2024-06-01,802,804,809,3,1266335,0,0,0,0,0,0,,False
ACC_01640,2024-12-01,804,802,809,2,530021,0,0,0,0,0,0,,False
ACC_01641,2024-01-01,608,590,562,2,271058,1,24,1,3,4,1,0.19,False
ACC_01641,2024-06-01,603,597,576,2,219227,1,64,0,0,1,1,0.18,False
ACC_01641,2024-12-01,554,541,527,2,193110,1,44,1,2,3,1,0.32,False
ACC_01642,2024-01-01,717,727,735,2,1989717,0,0,0,0,0,0,,False
ACC_01642,2024-06-01,733,729,729,2,2352069,0,0,0,0,0,0,,False
ACC_01642,2024-12-01,697,685,665,5,4186328,2,35,1,2,4,3,,False
ACC_01643,2024-01-01,668,663,640,2,676451,1,24,0,1,2,1,,False
ACC_01643,2024-06-01,657,636,627,3,1386979,2,65,1,1,3,2,,False
ACC_01643,2024-12-01,600,590,578,4,2036149,2,70,2,3,4,2,,False
ACC_01644,2024-01-01,775,774,772,2,1449667,0,0,0,0,0,0,,False
ACC_01644,2024-06-01,791,793,800,3,2697839,0,0,0,0,0,0,,False
ACC_01644,2024-12-01,794,796,798,2,1544436,0,0,0,0,0,0,,False
ACC_01645,2024-01-01,781,787,796,3,967537,0,0,0,0,0,0,,False
ACC_01645,2024-06-01,787,785,793,1,526453,0,0,0,0,0,0,,False
ACC_01645,2024-12-01,791,794,790,2,962519,0,0,0,0,0,0,,False
ACC_01646,2024-01-01,733,738,747,2,389885,0,0,0,0,0,0,,False
ACC_01646,2024-06-01,735,743,749,2,442251,0,0,0,0,0,0,,False
ACC_01646,2024-12-01,702,695,672,4,960846,1,43,0,0,2,1,,False
ACC_01647,2024-01-01,693,697,704,1,143617,0,0,0,0,0,0,,False
ACC_01647,2024-06-01,702,708,710,1,168399,0,0,0,0,0,0,,False
ACC_01647,2024-12-01,629,620,596,3,456278,3,38,4,4,4,2,,True
ACC_01648,2024-01-01,679,689,689,1,138611,0,0,0,0,0,0,,False
ACC_01648,2024-06-01,696,703,710,3,289514,0,0,0,0,0,0,,False
ACC_01648,2024-12-01,660,640,612,4,627933,1,56,2,2,3,3,,False
ACC_01649,2024-01-01,785,785,784,1,3915117,0,0,0,0,0,0,,False
ACC_01649,2024-06-01,793,801,811,1,4469506,0,0,0,0,0,0,,False
ACC_01649,2024-12-01,803,808,810,1,3560642,0,0,0,0,0,0,,False
ACC_01650,2024-01-01,617,597,577,4,1586247,1,13,1,1,2,1,,False
ACC_01650,2024-06-01,602,591,577,4,1242143,1,88,0,1,1,3,,False
ACC_01650,2024-12-01,559,537,514,5,1921385,3,34,3,5,6,3,,False
ACC_01651,2024-01-01,634,622,615,4,1585139,1,4,0,0,2,0,,False
ACC_01651,2024-06-01,620,611,592,5,1381455,1,74,1,2,4,1,,False
ACC_01651,2024-12-01,576,567,553,2,886034,2,37,2,4,6,3,,False
ACC_01652,2024-01-01,647,642,612,2,343341,1,18,0,0,2,1,,False
ACC_01652,2024-06-01,638,632,612,3,407080,1,84,1,1,2,3,,False
ACC_01652,2024-12-01,586,573,546,5,1086230,2,79,3,5,6,1,,False
ACC_01653,2024-01-01,658,651,622,2,298268,0,17,1,3,5,0,,False
ACC_01653,2024-06-01,637,623,615,3,567104,3,41,1,2,4,1,,False
ACC_01653,2024-12-01,607,599,584,4,569469,3,32,4,5,6,2,,True
ACC_01654,2024-01-01,783,782,777,1,129358,0,0,0,0,0,0,0.3,False
ACC_01654,2024-06-01,789,786,795,1,121837,0,0,0,0,0,0,0.36,False
ACC_01654,2024-12-01,796,791,793,3,278952,0,0,0,0,0,0,0.3,False
ACC_01655,2024-01-01,708,715,713,3,747711,0,0,0,0,0,0,,False
ACC_01655,2024-06-01,719,728,736,3,489009,0,0,0,0,0,0,,False
ACC_01655,2024-12-01,679,668,650,4,1110922,3,47,1,3,3,3,,False
ACC_01656,2024-01-01,760,755,752,1,7593098,0,0,0,0,0,0,,False
ACC_01656,2024-06-01,772,779,780,2,17959520,0,0,0,0,0,0,,False
ACC_01656,2024-12-01,780,782,789,2,15513412,0,0,0,0,0,0,,False
ACC_01657,2024-01-01,714,715,715,2,432601,0,0,0,0,0,0,,False
ACC_01657,2024-06-01,724,723,732,1,191758,0,0,0,0,0,0,,False
ACC_01657,2024-12-01,659,645,619,5,854344,1,33,1,3,4,1,,False
ACC_01658,2024-01-01,748,747,750,2,627196,0,0,0,0,0,0,,False
ACC_01658,2024-06-01,759,769,766,2,947913,0,0,0,0,0,0,,False
ACC_01658,2024-12-01,762,765,764,2,943932,0,0,0,0,0,0,,False
ACC_01659,2024-01-01,796,795,803,2,280743,0,0,0,0,0,0,,False
ACC_01659,2024-06-01,797,793,789,1,138898,0,0,0,0,0,0,,False
ACC_01659,2024-12-01,810,811,816,1,107295,0,0,0,0,0,0,,False
ACC_01660,2024-01-01,652,627,615,4,840148,0,10,0,2,3,0,,False
ACC_01660,2024-06-01,646,623,616,4,913320,3,37,1,2,2,2,,False
ACC_01660,2024-12-01,590,579,565,2,426934,3,79,3,5,5,3,,True
ACC_01661,2024-01-01,731,729,736,1,194435,0,0,0,0,0,0,,False
ACC_01661,2024-06-01,737,740,740,2,565318,0,0,0,0,0,0,,False
ACC_01661,2024-12-01,670,653,631,2,388294,2,40,3,5,6,2,,False
ACC_01662,2024-01-01,620,597,576,3,398770,0,2,2,3,5,1,0.34,False
ACC_01662,2024-06-01,616,596,583,2,180525,2,60,2,3,3,3,0.39,False
ACC_01662,2024-12-01,559,541,516,5,406989,1,90,2,3,5,2,0.34,False
ACC_01663,2024-01-01,756,754,754,3,990349,0,0,0,0,0,0,,False
ACC_01663,2024-06-01,768,774,776,3,1016659,0,0,0,0,0,0,,False
ACC_01663,2024-12-01,779,775,775,3,915812,0,0,0,0,0,0,,False
ACC_01664,2024-01-01,625,612,601,2,1513250,1,17,1,1,2,1,,False
ACC_01664,2024-06-01,596,591,570,3,2272015,3,34,3,3,5,1,,False
ACC_01664,2024-12-01,566,555,528,5,3118400,2,52,1,1,3,3,,False
ACC_01665,2024-01-01,786,795,801,3,6551019,0,0,0,0,0,0,,False
ACC_01665,2024-06-01,801,802,812,2,4625473,0,0,0,0,0,0,,False
ACC_01665,2024-12-01,800,798,799,3,8152496,0,0,0,0,0,0,,False
ACC_01666,2024-01-01,782,777,773,3,247021,0,0,0,0,0,0,0.12,False
ACC_01666,2024-06-01,794,801,798,1,93249,0,0,0,0,0,0,0.16,False
ACC_01666,2024-12-01,801,798,799,3,281505,0,0,0,0,0,0,0.11,False
ACC_01667,2024-01-01,783,787,795,3,885655,0,0,0,0,0,0,,False
ACC_01667,2024-06-01,796,805,809,1,172961,0,0,0,0,0,0,,False
ACC_01667,2024-12-01,797,804,811,1,203592,0,0,0,0,0,0,,False
